metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Pretax Income,,,,,,,,TGT,,,,,,,1786000000.0,1235000000.0,1072000000.0,1204000000.0,1043000000.0,
Other Income Expense,,,,,,,,TGT,,,,,,,28000000.0,25000000.0,16000000.0,23000000.0,13000000.0,
Other Non Operating Income Expenses,,,,,,,,TGT,,,,,,,28000000.0,25000000.0,16000000.0,23000000.0,13000000.0,
Net Non Operating Interest Income Expense,,,,,,,,TGT,,,,,,,-107000000.0,-107000000.0,-141000000.0,-147000000.0,-129000000.0,
Interest Expense Non Operating,,,,,,,,TGT,,,,,,,107000000.0,107000000.0,141000000.0,147000000.0,129000000.0,
Operating Income,,,,,,,,TGT,,,,,,,1865000000.0,1317000000.0,1197000000.0,1328000000.0,1159000000.0,
Operating Expense,,,,,,,,TGT,,,,,,,6651000000.0,5932000000.0,5778000000.0,5608000000.0,6290000000.0,
Depreciation Amortization Depletion Income Statement,,,,,,,,TGT,,,,,,,622000000.0,616000000.0,594000000.0,583000000.0,615000000.0,
Depreciation And Amortization In Income Statement,,,,,,,,TGT,,,,,,,622000000.0,616000000.0,594000000.0,583000000.0,615000000.0,
Selling General And Administration,,,,,,,,TGT,,,,,,,6029000000.0,5316000000.0,5184000000.0,5025000000.0,5675000000.0,
Gross Profit,,,,,,,,TGT,,,,,,,8516000000.0,7249000000.0,6975000000.0,6936000000.0,7449000000.0,
Cost Of Revenue,,,,,,,,TGT,,,,,,,23403000000.0,18149000000.0,17798000000.0,18386000000.0,23946000000.0,
Total Revenue,,,,,,,,TGT,,,,,,,31919000000.0,25398000000.0,24773000000.0,25322000000.0,31395000000.0,
Operating Revenue,,,,,,,,TGT,,,,,,,31467000000.0,25004000000.0,24384000000.0,24948000000.0,30983000000.0,
Tax Effect Of Unusual Items,,0.0,0.0,0.0,162773700.0,0.0,,IBN,,,,,,,,,,,,
Tax Rate For Calcs,,0.252351,0.251247,0.243808,0.3,0.24656,,IBN,,,,,,,,,,,,
Total Unusual Items,,0.0,,,542579000.0,0.0,,IBN,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,0.0,,,542579000.0,0.0,,IBN,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,110526000000.0,108961300000.0,106361200000.0,98527008000.0,87924200000.0,,IBN,,,,,,,,,,,,
Net Interest Income,,214564700000.0,210300700000.0,207382300000.0,199594419000.0,186409200000.0,,IBN,,,,,,,,,,,,
Interest Expense,,194087600000.0,179080100000.0,163676600000.0,144794679000.0,129778900000.0,,IBN,,,,,,,,,,,,
Interest Income,,408652300000.0,389380800000.0,371058900000.0,344389098000.0,316188100000.0,,IBN,,,,,,,,,,,,
Normalized Income,,110526000000.0,108961300000.0,106361200000.0,98147202700.0,87924200000.0,,IBN,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,110526000000.0,108961300000.0,106361200000.0,98527008000.0,87924200000.0,,IBN,,,,,,,,,,,,
Diluted Average Shares,3575833333.0,3572268908.0,3567822528.0,3566773977.0,3559501445.0,,,IBN,,,,,,,,,,,,
Basic Average Shares,3509176188.0,3504311985.0,3499078356.0,3494126150.0,3488916431.0,,,IBN,,,,,,,,,,,,
Diluted EPS,32.64,30.94,30.54,29.82,27.68,,,IBN,,,,,,,,,,,,
Basic EPS,33.26,31.54,31.14,30.44,28.24,,,IBN,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,110526000000.0,108961300000.0,106361200000.0,98527008000.0,87924200000.0,,IBN,,,,,,,,,,,,
Net Income Common Stockholders,,110526000000.0,108961300000.0,106361200000.0,98527008000.0,87924200000.0,,IBN,,,,,,,,,,,,
Net Income,,110526000000.0,108961300000.0,106361200000.0,98527008000.0,87924200000.0,,IBN,,,,,,,,,,,,
Minority Interests,,-4625500000.0,-4547300000.0,-3783300000.0,-3835938000.0,-3732000000.0,,IBN,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,115151500000.0,113508600000.0,110144500000.0,102362946000.0,91656200000.0,,IBN,,,,,,,,,,,,
Net Income Extraordinary,,0.0,,,0.0,0.0,,IBN,,,,,,,,,,,,
Net Income Continuous Operations,,115151500000.0,113508600000.0,110144500000.0,102362946000.0,91656200000.0,,IBN,,,,,,,,,,,,
Tax Provision,,38866700000.0,38088200000.0,35512200000.0,34989200000.0,29994100000.0,,IBN,,,,,,,,,,,,
Pretax Income,,154018200000.0,151596800000.0,145656700000.0,19417746000.0,121650300000.0,,IBN,,,,,,,,,,,,
Special Income Charges,,0.0,,,542579000.0,0.0,,IBN,,,,,,,,,,,,
Gain On Sale Of Security,,-6270300000.0,,,,,,IBN,,,,,,,,,,,,
Selling General And Administration,,47491900000.0,46622300000.0,48113300000.0,202274941000.0,37231000000.0,,IBN,,,,,,,,,,,,
General And Administrative Expense,,47491900000.0,46622300000.0,48113300000.0,136867851000.0,37231000000.0,,IBN,,,,,,,,,,,,
Salaries And Wages,,47491900000.0,46622300000.0,48113300000.0,42617392000.0,37231000000.0,,IBN,,,,,,,,,,,,
Total Revenue,,394439700000.0,393842500000.0,357163400000.0,393890252000.0,348816100000.0,,IBN,,,,,,,,,,,,
Operating Revenue,,394439700000.0,393842500000.0,357163400000.0,393890252000.0,348816100000.0,,IBN,,,,,,,,,,,,
Tax Effect Of Unusual Items,62910000.0,-3480000.0,-45760000.0,-36356435.643564,-13921568.627451,,,FOXA,,,,,,,,,,,,
Tax Rate For Calcs,0.27,0.12,0.26,0.269307,0.019608,,,FOXA,,,,,,,,,,,,
Normalized EBITDA,925000000.0,376000000.0,924000000.0,830000000.0,851000000.0,,,FOXA,,,,,,,,,,,,
Total Unusual Items,233000000.0,-29000000.0,-176000000.0,-135000000.0,-710000000.0,,,FOXA,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,233000000.0,-29000000.0,-176000000.0,-135000000.0,-710000000.0,,,FOXA,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,666000000.0,109000000.0,407000000.0,375000000.0,-54000000.0,,,FOXA,,,,,,,,,,,,
Reconciled Depreciation,98000000.0,97000000.0,96000000.0,103000000.0,106000000.0,,,FOXA,,,,,,,,,,,,
EBITDA,1158000000.0,347000000.0,748000000.0,695000000.0,141000000.0,,,FOXA,,,,,,,,,,,,
EBIT,1060000000.0,250000000.0,652000000.0,592000000.0,35000000.0,,,FOXA,,,,,,,,,,,,
Net Interest Income,-55000000.0,-72000000.0,-42000000.0,-35000000.0,-55000000.0,,,FOXA,,,,,,,,,,,,
Interest Expense,99000000.0,119000000.0,91000000.0,87000000.0,86000000.0,,,FOXA,,,,,,,,,,,,
Interest Income,44000000.0,47000000.0,49000000.0,52000000.0,31000000.0,,,FOXA,,,,,,,,,,,,
Normalized Income,495910000.0,134520000.0,537240000.0,473643564.356436,642078431.372549,,,FOXA,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,666000000.0,109000000.0,407000000.0,375000000.0,-54000000.0,,,FOXA,,,,,,,,,,,,
Total Expenses,2658000000.0,3985000000.0,2438000000.0,2404000000.0,3361000000.0,,,FOXA,,,,,,,,,,,,
Diluted Average Shares,475000000.0,482000000.0,494000000.0,506000000.0,521000000.0,,,FOXA,,,,,,,,,,,,
Basic Average Shares,474000000.0,481000000.0,492000000.0,506000000.0,521000000.0,,,FOXA,,,,,,,,,,,,
Diluted EPS,1.4,0.23,0.82,0.74,-0.1,,,FOXA,,,,,,,,,,,,
Basic EPS,1.41,0.23,0.83,0.74,-0.1,,,FOXA,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,666000000.0,109000000.0,407000000.0,375000000.0,-54000000.0,,,FOXA,,,,,,,,,,,,
Net Income Common Stockholders,666000000.0,109000000.0,407000000.0,375000000.0,-54000000.0,,,FOXA,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,,,,,8000000.0,,FOXA,,,,,,,,,,,,
Net Income,666000000.0,109000000.0,407000000.0,375000000.0,-54000000.0,,,FOXA,,,,,,,,,,,,
Minority Interests,-38000000.0,-6000000.0,-8000000.0,6000000.0,-4000000.0,,,FOXA,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,704000000.0,115000000.0,415000000.0,369000000.0,-50000000.0,,,FOXA,,,,,,,,,,,,
Net Income Continuous Operations,704000000.0,115000000.0,415000000.0,369000000.0,-50000000.0,,,FOXA,,,,,,,,,,,,
Tax Provision,257000000.0,16000000.0,146000000.0,136000000.0,-1000000.0,,,FOXA,,,,,,,,,,,,
Pretax Income,961000000.0,131000000.0,561000000.0,505000000.0,-51000000.0,,,FOXA,,,,,,,,,,,,
Other Income Expense,227000000.0,-46000000.0,-166000000.0,-88000000.0,-719000000.0,,,FOXA,,,,,,,,,,,,
Other Non Operating Income Expenses,-6000000.0,-17000000.0,10000000.0,47000000.0,-9000000.0,,,FOXA,,,,,,,,,,,,
Special Income Charges,152000000.0,-7000000.0,-5000000.0,-221000000.0,-893000000.0,,,FOXA,,,,,,,,,,,,
Gain On Sale Of Ppe,167000000.0,,,,0.0,,,FOXA,,,,,,,,,,,,
Other Special Charges,3000000.0,7000000.0,5000000.0,110000000.0,874000000.0,,,FOXA,,,,,,,,,,,,
Restructuring And Mergern Acquisition,12000000.0,,,,19000000.0,,,FOXA,,,,,,,,,,,,
Gain On Sale Of Security,81000000.0,-22000000.0,-171000000.0,86000000.0,183000000.0,,,FOXA,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-55000000.0,-72000000.0,-42000000.0,-35000000.0,-55000000.0,,,FOXA,,,,,,,,,,,,
Interest Expense Non Operating,99000000.0,119000000.0,91000000.0,87000000.0,86000000.0,,,FOXA,,,,,,,,,,,,
Interest Income Non Operating,44000000.0,47000000.0,49000000.0,52000000.0,31000000.0,,,FOXA,,,,,,,,,,,,
Operating Income,789000000.0,249000000.0,769000000.0,628000000.0,723000000.0,,,FOXA,,,,,,,,,,,,
Operating Expense,2658000000.0,3985000000.0,2438000000.0,2404000000.0,3361000000.0,,,FOXA,,,,,,,,,,,,
Other Operating Expenses,2050000000.0,3393000000.0,1862000000.0,1778000000.0,2727000000.0,,,FOXA,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,98000000.0,97000000.0,96000000.0,103000000.0,106000000.0,,,FOXA,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,98000000.0,97000000.0,96000000.0,103000000.0,106000000.0,,,FOXA,,,,,,,,,,,,
Selling General And Administration,510000000.0,495000000.0,480000000.0,523000000.0,528000000.0,,,FOXA,,,,,,,,,,,,
General And Administrative Expense,,,,,,550000000.0,,FOXA,,,,,,,,,,,,
Other Gand A,,,,,,550000000.0,,FOXA,,,,,,,,,,,,
Total Revenue,3447000000.0,4234000000.0,3207000000.0,3032000000.0,4084000000.0,,,FOXA,,,,,,,,,,,,
Operating Revenue,3173000000.0,3789000000.0,2940000000.0,1901000000.0,3732000000.0,,,FOXA,,,,,,,,,,,,
Tax Effect Of Unusual Items,,,,,,,,URBN,,,,,,,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,,,,,,,,URBN,,,,,,,0.254182,0.243,0.232,0.271,0.235914,
Normalized EBITDA,,,,,,,,URBN,,,,,,,104011000.0,136793000.0,155690000.0,95262000.0,58031000.0,
Net Income From Continuing Operation Net Minority Interest,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Reconciled Depreciation,,,,,,,,URBN,,,,,,,27201000.0,27815000.0,23592000.0,23879000.0,24810000.0,
Reconciled Cost Of Revenue,,,,,,,,URBN,,,,,,,1052009000.0,826767000.0,816614000.0,742443000.0,1012253000.0,
EBITDA,,,,,,,,URBN,,,,,,,104011000.0,136793000.0,155690000.0,95262000.0,58031000.0,
EBIT,,,,,,,,URBN,,,,,,,76810000.0,108978000.0,132098000.0,71383000.0,33221000.0,
Normalized Income,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Net Income From Continuing And Discontinued Operation,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Total Expenses,,,,,,,,URBN,,,,,,,1422454000.0,1172196000.0,1140097000.0,1042291000.0,1347323000.0,
Total Operating Income As Reported,,,,,,,,URBN,,,,,,,57336000.0,108978000.0,132098000.0,71383000.0,37250000.0,
Diluted Average Shares,,,,,,,,URBN,,,,,,,94805976.0,94448376.0,94228185.0,93821292.0,93619121.0,
Basic Average Shares,,,,,,,,URBN,,,,,,,92786380.0,92780736.0,92741888.0,92474688.0,92178462.0,
Diluted EPS,,,,,,,,URBN,,,,,,,0.5,0.88,1.1,0.56,0.34,
Basic EPS,,,,,,,,URBN,,,,,,,0.51,0.89,1.12,0.57,0.34,
Diluted NI Availto Com Stockholders,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Net Income Common Stockholders,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Net Income,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Net Income Including Noncontrolling Interests,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Net Income Continuous Operations,,,,,,,,URBN,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Tax Provision,,,,,,,,URBN,,,,,,,16274000.0,26669000.0,31405000.0,19585000.0,9714000.0,
Pretax Income,,,,,,,,URBN,,,,,,,64025000.0,109683000.0,135497000.0,72402000.0,41176000.0,
Other Income Expense,,,,,,,,URBN,,,,,,,-15684000.0,705000.0,3399000.0,1019000.0,3200000.0,
Other Non Operating Income Expenses,,,,,,,,URBN,,,,,,,-9280000.0,705000.0,3399000.0,1019000.0,3200000.0,
Operating Income,,,,,,,,URBN,,,,,,,63740000.0,108978000.0,132098000.0,71383000.0,37250000.0,
Operating Expense,,,,,,,,URBN,,,,,,,370445000.0,345429000.0,323483000.0,299848000.0,335070000.0,
Selling General And Administration,,,,,,,,URBN,,,,,,,370445000.0,345429000.0,323483000.0,299848000.0,335070000.0,
Gross Profit,,,,,,,,URBN,,,,,,,434185000.0,454407000.0,455581000.0,371231000.0,372320000.0,
Cost Of Revenue,,,,,,,,URBN,,,,,,,1052009000.0,826767000.0,816614000.0,742443000.0,1012253000.0,
Total Revenue,,,,,,,,URBN,,,,,,,1486194000.0,1281174000.0,1272195000.0,1113674000.0,1384573000.0,
Operating Revenue,,,,,,,,URBN,,,,,,,1486194000.0,1281174000.0,1272195000.0,1113674000.0,1384573000.0,
Tax Effect Of Unusual Items,0.0,11354.167591,0.0,0.0,0.0,,,SLM,,,,,,,,,,,,
Tax Rate For Calcs,0.252,0.252315,0.277,0.257,0.24,,,SLM,,,,,,,,,,,,
Total Unusual Items,,45000.0,,,0.0,-1000.0,0.0,SLM,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,45000.0,,,0.0,-1000.0,0.0,SLM,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,289931000.0,168443000.0,29365000.0,265065000.0,118518000.0,,,SLM,,,,,,,,,,,,
Reconciled Depreciation,5920000.0,63420000.0,7093000.0,6866000.0,6796000.0,,,SLM,,,,,,,,,,,,
Net Interest Income,387016000.0,385886000.0,384628000.0,386631000.0,405068000.0,,,SLM,,,,,,,,,,,,
Interest Expense,276542000.0,282664000.0,267622000.0,247274000.0,232530000.0,,,SLM,,,,,,,,,,,,
Interest Income,663558000.0,668550000.0,652250000.0,633905000.0,637598000.0,,,SLM,,,,,,,,,,,,
Normalized Income,289931000.0,168409354.167591,29365000.0,265065000.0,118518000.0,,,SLM,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,289931000.0,168443000.0,29365000.0,265065000.0,118518000.0,,,SLM,,,,,,,,,,,,
Diluted Average Shares,223845000.0,226552000.0,228800000.0,237592000.0,243549000.0,,,SLM,,,,,,,,,,,,
Basic Average Shares,220416000.0,223224000.0,226120000.0,235061000.0,241497000.0,,,SLM,,,,,,,,,,,,
Diluted EPS,1.27,0.72,0.11,1.1,0.47,,,SLM,,,,,,,,,,,,
Basic EPS,1.29,0.73,0.11,1.11,0.47,,,SLM,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,285278000.0,163717000.0,24723000.0,260791000.0,114455000.0,,,SLM,,,,,,,,,,,,
Net Income Common Stockholders,285278000.0,163717000.0,24723000.0,260791000.0,114455000.0,,,SLM,,,,,,,,,,,,
Preferred Stock Dividends,4653000.0,4726000.0,4642000.0,4274000.0,4063000.0,,,SLM,,,,,,,,,,,,
Net Income,289931000.0,168443000.0,29365000.0,265065000.0,118518000.0,,,SLM,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,289931000.0,168443000.0,29365000.0,265065000.0,118518000.0,,,SLM,,,,,,,,,,,,
Net Income Continuous Operations,289931000.0,168443000.0,29365000.0,265065000.0,118518000.0,,,SLM,,,,,,,,,,,,
Tax Provision,97554000.0,56843000.0,11242000.0,91482000.0,37338000.0,,,SLM,,,,,,,,,,,,
Pretax Income,387485000.0,225286000.0,40607000.0,356547000.0,155856000.0,,,SLM,,,,,,,,,,,,
Special Income Charges,,45000.0,,,0.0,-1000.0,0.0,SLM,,,,,,,,,,,,
Restructuring And Mergern Acquisition,,-45000.0,,,0.0,1000.0,0.0,SLM,,,,,,,,,,,,
Gain On Sale Of Security,2118000.0,690000.0,1490000.0,-1213000.0,1711000.0,,,SLM,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,1215000.0,59013000.0,2834000.0,2245000.0,2272000.0,,,SLM,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,1215000.0,59013000.0,2834000.0,2245000.0,2272000.0,,,SLM,,,,,,,,,,,,
Amortization,1215000.0,59013000.0,2834000.0,2245000.0,2272000.0,,,SLM,,,,,,,,,,,,
Amortization Of Intangibles Income Statement,1215000.0,59013000.0,2834000.0,2245000.0,2272000.0,,,SLM,,,,,,,,,,,,
Selling General And Administration,109788000.0,89198000.0,95860000.0,88084000.0,99178000.0,,,SLM,,,,,,,,,,,,
General And Administrative Expense,109788000.0,89198000.0,95860000.0,88084000.0,99178000.0,,,SLM,,,,,,,,,,,,
Insurance And Claims,13312000.0,12103000.0,12283000.0,9851000.0,11529000.0,,,SLM,,,,,,,,,,,,
Salaries And Wages,96476000.0,77095000.0,83577000.0,78233000.0,87649000.0,,,SLM,,,,,,,,,,,,
Total Revenue,561174000.0,442999000.0,408866000.0,530685000.0,426779000.0,,,SLM,,,,,,,,,,,,
Operating Revenue,561174000.0,442999000.0,408866000.0,530685000.0,426779000.0,,,SLM,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,,ACGL,,,,,,,,,,,,
Tax Rate For Calcs,0.083,0.21,0.097166,0.093838,0.082,,,ACGL,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,1120000000.0,2334000000.0,723000000.0,671000000.0,715000000.0,,,ACGL,,,,,,,,,,,,
Reconciled Depreciation,21000000.0,24000000.0,24000000.0,24000000.0,23000000.0,,,ACGL,,,,,,,,,,,,
EBIT,1200000000.0,1222000000.0,775000000.0,747000000.0,774000000.0,,,ACGL,,,,,,,,,,,,
Net Interest Income,-34000000.0,-34000000.0,-34000000.0,-33000000.0,-32000000.0,,,ACGL,,,,,,,,,,,,
Interest Expense,34000000.0,34000000.0,34000000.0,33000000.0,32000000.0,,,ACGL,,,,,,,,,,,,
Interest Income,8000000.0,,,,4000000.0,,,ACGL,,,,,,,,,,,,
Normalized Income,1120000000.0,2334000000.0,723000000.0,671000000.0,715000000.0,,,ACGL,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,1120000000.0,2334000000.0,723000000.0,671000000.0,715000000.0,,,ACGL,,,,,,,,,,,,
Total Expenses,2712000000.0,2599000000.0,2552000000.0,2382000000.0,2376000000.0,,,ACGL,,,,,,,,,,,,
Diluted Average Shares,380500000.0,379800000.0,379400000.0,378400000.0,377600000.0,,,ACGL,,,,,,,,,,,,
Basic Average Shares,370900000.0,369600000.0,369200000.0,368700000.0,367300000.0,,,ACGL,,,,,,,,,,,,
Diluted EPS,2.92,6.12,1.88,1.75,1.87,,,ACGL,,,,,,,,,,,,
Basic EPS,2.99,6.29,1.93,1.79,1.92,,,ACGL,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,1110000000.0,2324000000.0,713000000.0,661000000.0,705000000.0,,,ACGL,,,,,,,,,,,,
Net Income Common Stockholders,1110000000.0,2324000000.0,713000000.0,661000000.0,705000000.0,,,ACGL,,,,,,,,,,,,
Preferred Stock Dividends,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,,ACGL,,,,,,,,,,,,
Net Income,1120000000.0,2334000000.0,723000000.0,671000000.0,715000000.0,,,ACGL,,,,,,,,,,,,
Minority Interests,0.0,1000000.0,0.0,2000000.0,-2000000.0,,,ACGL,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,1120000000.0,2333000000.0,723000000.0,669000000.0,717000000.0,,,ACGL,,,,,,,,,,,,
Net Income Continuous Operations,1120000000.0,2333000000.0,723000000.0,669000000.0,717000000.0,,,ACGL,,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,55000000.0,69000000.0,54000000.0,22000000.0,39000000.0,,,ACGL,,,,,,,,,,,,
Tax Provision,101000000.0,-1076000000.0,72000000.0,67000000.0,64000000.0,,,ACGL,,,,,,,,,,,,
Pretax Income,1166000000.0,1188000000.0,741000000.0,714000000.0,742000000.0,,,ACGL,,,,,,,,,,,,
Other Income Expense,26000000.0,27000000.0,1000000.0,9000000.0,21000000.0,,,ACGL,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-34000000.0,-34000000.0,-34000000.0,-33000000.0,-32000000.0,,,ACGL,,,,,,,,,,,,
Interest Expense Non Operating,34000000.0,34000000.0,34000000.0,33000000.0,32000000.0,,,ACGL,,,,,,,,,,,,
Other Operating Expenses,421000000.0,363000000.0,331000000.0,342000000.0,365000000.0,,,ACGL,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,21000000.0,24000000.0,24000000.0,24000000.0,23000000.0,,,ACGL,,,,,,,,,,,,
Amortization,21000000.0,24000000.0,24000000.0,24000000.0,23000000.0,,,ACGL,,,,,,,,,,,,
Selling General And Administration,,31000000.0,20000000.0,21000000.0,30000000.0,17820000.0,,ACGL,,,,,,,,,,,,
General And Administrative Expense,,31000000.0,20000000.0,21000000.0,30000000.0,17820000.0,,ACGL,,,,,,,,,,,,
Other Gand A,,31000000.0,20000000.0,21000000.0,30000000.0,17820000.0,,ACGL,,,,,,,,,,,,
Total Revenue,3878000000.0,3787000000.0,3293000000.0,3096000000.0,3118000000.0,,,ACGL,,,,,,,,,,,,
Operating Revenue,3878000000.0,3787000000.0,3293000000.0,3096000000.0,3118000000.0,,,ACGL,,,,,,,,,,,,
Tax Effect Of Unusual Items,13314054.366686,-13353001.364256,-344300148.58841,-109981120.201385,-5163043.478261,,,BBVA,,,,,,,,,,,,
Tax Rate For Calcs,0.332851,0.27251,0.364339,0.323474,0.32269,,,BBVA,,,,,,,,,,,,
Total Unusual Items,40000000.0,-49000000.0,-945000000.0,-340000000.0,-16000000.0,,,BBVA,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,40000000.0,-49000000.0,-945000000.0,-340000000.0,-16000000.0,,,BBVA,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,2200000000.0,2058000000.0,2083000000.0,2032000000.0,1846000000.0,,,BBVA,,,,,,,,,,,,
Reconciled Depreciation,375000000.0,349000000.0,378000000.0,337000000.0,339000000.0,,,BBVA,,,,,,,,,,,,
Net Interest Income,6512000000.0,5246000000.0,6433000000.0,5768000000.0,5642000000.0,,,BBVA,,,,,,,,,,,,
Interest Expense,,,7434000000.0,5559000000.0,4928000000.0,,3492000000.0,BBVA,,,,,,,,,,,,
Interest Income,6512000000.0,5246000000.0,13871000000.0,11326000000.0,5642000000.0,,,BBVA,,,,,,,,,,,,
Normalized Income,2173314054.366686,2093646998.635744,2683699851.41159,2262018879.798615,1856836956.521739,,,BBVA,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,2200000000.0,2058000000.0,2083000000.0,2032000000.0,1846000000.0,,,BBVA,,,,,,,,,,,,
Diluted Average Shares,5838000000.0,6236363636.0,,,6030000000.0,6512500000.0,,BBVA,,,,,,,,,,,,
Basic Average Shares,5838000000.0,6236363636.0,,,6030000000.0,6512500000.0,,BBVA,,,,,,,,,,,,
Diluted EPS,0.36,0.33,,,0.29,0.24,,BBVA,,,,,,,,,,,,
Basic EPS,0.36,0.33,,,0.29,0.24,,BBVA,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,2113000000.0,2058000000.0,2231000000.0,1958000000.0,1772000000.0,,,BBVA,,,,,,,,,,,,
Net Income Common Stockholders,2113000000.0,2058000000.0,2231000000.0,1958000000.0,1772000000.0,,,BBVA,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,87000000.0,,,74000000.0,74000000.0,,,BBVA,,,,,,,,,,,,
Net Income,2200000000.0,2058000000.0,2083000000.0,2032000000.0,1846000000.0,,,BBVA,,,,,,,,,,,,
Minority Interests,-107000000.0,-75000000.0,-56000000.0,-118000000.0,-148000000.0,,,BBVA,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,2307000000.0,2133000000.0,2139000000.0,2150000000.0,1994000000.0,,,BBVA,,,,,,,,,,,,
Net Income Discontinuous Operations,,0.0,0.0,0.0,0.0,0.0,,BBVA,,,,,,,,,,,,
Net Income Continuous Operations,2307000000.0,2133000000.0,2139000000.0,2150000000.0,1994000000.0,,,BBVA,,,,,,,,,,,,
Tax Provision,1151000000.0,799000000.0,1226000000.0,1028000000.0,950000000.0,,,BBVA,,,,,,,,,,,,
Pretax Income,3458000000.0,2932000000.0,3365000000.0,3178000000.0,2944000000.0,,,BBVA,,,,,,,,,,,,
Special Income Charges,40000000.0,-49000000.0,-951000000.0,-362000000.0,-16000000.0,,,BBVA,,,,,,,,,,,,
Gain On Sale Of Business,,,,4000000.0,4000000.0,,3000000.0,BBVA,,,,,,,,,,,,
