metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2022-08-31 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Net Income From Continuing Operations,,,,,,,,TGT,,,,,,,,1382000000.0,971000000.0,835000000.0,950000000.0,876000000.0,
Free Cash Flow,1393000000.0,-615000000.0,-70000000.0,373000000.0,1484000000.0,,,FOXA,,,,,,,,,,,,,
Repurchase Of Capital Stock,-250000000.0,-250000000.0,-250000000.0,-250000000.0,-1250000000.0,,,FOXA,,,,,,,,,,,,,
Repayment Of Debt,,,,0.0,,,,FOXA,,,,,,,,,,,,,
Capital Expenditure,-83000000.0,-79000000.0,-71000000.0,-120000000.0,-84000000.0,,,FOXA,,,,,,,,,,,,,
Interest Paid Supplemental Data,151000000.0,29000000.0,158000000.0,,150000000.0,23000000.0,,FOXA,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,57000000.0,89000000.0,2000000.0,,60000000.0,171000000.0,,FOXA,,,,,,,,,,,,,
End Cash Position,3791000000.0,4122000000.0,3829000000.0,4272000000.0,4146000000.0,,,FOXA,,,,,,,,,,,,,
Beginning Cash Position,4122000000.0,3829000000.0,4272000000.0,4146000000.0,4058000000.0,,,FOXA,,,,,,,,,,,,,
Changes In Cash,-331000000.0,293000000.0,-443000000.0,126000000.0,88000000.0,,,FOXA,,,,,,,,,,,,,
Financing Cash Flow,-1626000000.0,914000000.0,-386000000.0,-247000000.0,-1383000000.0,,,FOXA,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-1626000000.0,914000000.0,-386000000.0,-247000000.0,-1383000000.0,,,FOXA,,,,,,,,,,,,,
Net Other Financing Charges,4000000.0,-61000000.0,-1000000.0,11000000.0,3000000.0,,,FOXA,,,,,,,,,,,,,
Cash Dividends Paid,-130000000.0,-7000000.0,-135000000.0,-8000000.0,-136000000.0,,,FOXA,,,,,,,,,,,,,
Common Stock Dividend Paid,-130000000.0,-7000000.0,-135000000.0,-8000000.0,-136000000.0,,,FOXA,,,,,,,,,,,,,
Net Common Stock Issuance,-250000000.0,-250000000.0,-250000000.0,-250000000.0,-1250000000.0,,,FOXA,,,,,,,,,,,,,
Common Stock Payments,-250000000.0,-250000000.0,-250000000.0,-250000000.0,-1250000000.0,,,FOXA,,,,,,,,,,,,,
Net Issuance Payments Of Debt,-1250000000.0,,,0.0,0.0,,,FOXA,,,,,,,,,,,,,
Net Long Term Debt Issuance,-1250000000.0,,,0.0,0.0,,,FOXA,,,,,,,,,,,,,
Long Term Debt Payments,,,,0.0,,,,FOXA,,,,,,,,,,,,,
Investing Cash Flow,-181000000.0,-85000000.0,-58000000.0,-120000000.0,-97000000.0,,,FOXA,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-181000000.0,-85000000.0,-58000000.0,-120000000.0,-97000000.0,,,FOXA,,,,,,,,,,,,,
Net Other Investing Changes,-5000000.0,0.0,13000000.0,-1000000.0,-8000000.0,,,FOXA,,,,,,,,,,,,,
Net Investment Purchase And Sale,-93000000.0,-6000000.0,0.0,1000000.0,-5000000.0,,,FOXA,,,,,,,,,,,,,
Purchase Of Investment,-93000000.0,-6000000.0,0.0,1000000.0,-5000000.0,,,FOXA,,,,,,,,,,,,,
Net Business Purchase And Sale,,,,0.0,0.0,0.0,0.0,FOXA,,,,,,,,,,,,,
Sale Of Business,,,,0.0,0.0,0.0,0.0,FOXA,,,,,,,,,,,,,
Purchase Of Business,,,,0.0,0.0,0.0,0.0,FOXA,,,,,,,,,,,,,
Net PPE Purchase And Sale,-83000000.0,-79000000.0,-71000000.0,-120000000.0,-84000000.0,,,FOXA,,,,,,,,,,,,,
Operating Cash Flow,1476000000.0,-536000000.0,1000000.0,493000000.0,1568000000.0,,,FOXA,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,1476000000.0,-536000000.0,1000000.0,493000000.0,1568000000.0,,,FOXA,,,,,,,,,,,,,
Change In Working Capital,753000000.0,-804000000.0,-751000000.0,638000000.0,684000000.0,,,FOXA,,,,,,,,,,,,,
Change In Other Working Capital,30000000.0,-90000000.0,-27000000.0,-5000000.0,-170000000.0,,,FOXA,,,,,,,,,,,,,
Change In Payables And Accrued Expense,2000000.0,7000000.0,-187000000.0,132000000.0,-48000000.0,,,FOXA,,,,,,,,,,,,,
Change In Inventory,185000000.0,-152000000.0,-253000000.0,-77000000.0,642000000.0,,,FOXA,,,,,,,,,,,,,
Change In Receivables,536000000.0,-569000000.0,-284000000.0,588000000.0,260000000.0,,,FOXA,,,,,,,,,,,,,
Other Non Cash Items,-227000000.0,46000000.0,166000000.0,-838000000.0,719000000.0,,,FOXA,,,,,,,,,,,,,
Stock Based Compensation,21000000.0,24000000.0,24000000.0,19000000.0,23000000.0,,,FOXA,,,,,,,,,,,,,
Amortization Of Securities,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,FOXA,,,,,,,,,,,,,
Deferred Tax,123000000.0,-18000000.0,47000000.0,87000000.0,82000000.0,,,FOXA,,,,,,,,,,,,,
Deferred Income Tax,123000000.0,-18000000.0,47000000.0,87000000.0,82000000.0,,,FOXA,,,,,,,,,,,,,
Depreciation Amortization Depletion,98000000.0,97000000.0,96000000.0,103000000.0,106000000.0,,,FOXA,,,,,,,,,,,,,
Depreciation And Amortization,98000000.0,97000000.0,96000000.0,103000000.0,106000000.0,,,FOXA,,,,,,,,,,,,,
Net Income From Continuing Operations,704000000.0,115000000.0,415000000.0,369000000.0,-50000000.0,,,FOXA,,,,,,,,,,,,,
Free Cash Flow,,,,,,,,URBN,,,,,,,,180584000.0,-3528000.0,129357000.0,3373000.0,92831000.0,
Repurchase Of Capital Stock,,,,,,,,URBN,,,,,,,,0.0,8184000.0,-334000.0,-7850000.0,-80000.0,
Capital Expenditure,,,,,,,,URBN,,,,,,,,-48588000.0,-72520000.0,-45613000.0,-32904000.0,-56068000.0,
Income Tax Paid Supplemental Data,,,,,,,,URBN,,,,,,,,19588000.0,10775000.0,23686000.0,1115000.0,17243000.0,
End Cash Position,,,,,,,,URBN,,,,,,,,178321000.0,206237000.0,224744000.0,171655000.0,201260000.0,
Beginning Cash Position,,,,,,,,URBN,,,,,,,,206237000.0,224744000.0,171655000.0,201260000.0,147431000.0,
Effect Of Exchange Rate Changes,,,,,,,,URBN,,,,,,,,2228000.0,-391000.0,-392000.0,-15000.0,2321000.0,
Changes In Cash,,,,,,,,URBN,,,,,,,,-30144000.0,-18116000.0,53481000.0,-29590000.0,51508000.0,
Financing Cash Flow,,,,,,,,URBN,,,,,,,,-1366000.0,-1452000.0,-996000.0,-8318000.0,-80000.0,
Cash Flow From Continuing Financing Activities,,,,,,,,URBN,,,,,,,,-1366000.0,-1452000.0,-996000.0,-8318000.0,-80000.0,
Net Other Financing Charges,,,,,,,,URBN,,,,,,,,-1366000.0,-9636000.0,-1256000.0,-468000.0,,
Proceeds From Stock Option Exercised,,,,,,,,URBN,,,,,,,,0.0,0.0,,,0.0,0.0
Net Common Stock Issuance,,,,,,,,URBN,,,,,,,,0.0,8184000.0,-334000.0,-7850000.0,-80000.0,
Common Stock Payments,,,,,,,,URBN,,,,,,,,0.0,8184000.0,-334000.0,-7850000.0,-80000.0,
Investing Cash Flow,,,,,,,,URBN,,,,,,,,-257950000.0,-85656000.0,-120493000.0,-57549000.0,-97311000.0,
Cash Flow From Continuing Investing Activities,,,,,,,,URBN,,,,,,,,-257950000.0,-85656000.0,-120493000.0,-57549000.0,-97311000.0,
Net Other Investing Changes,,,,,,,,URBN,,,,,,,,0.0,0.0,0.0,-20000000.0,,
Net Investment Purchase And Sale,,,,,,,,URBN,,,,,,,,-209362000.0,-13136000.0,-74880000.0,-4645000.0,-41243000.0,
Sale Of Investment,,,,,,,,URBN,,,,,,,,104519000.0,92926000.0,80465000.0,69456000.0,45905000.0,
Purchase Of Investment,,,,,,,,URBN,,,,,,,,-313881000.0,-106062000.0,-155345000.0,-74101000.0,-87148000.0,
Net PPE Purchase And Sale,,,,,,,,URBN,,,,,,,,-48588000.0,-72520000.0,-45613000.0,-32904000.0,-56068000.0,
Purchase Of PPE,,,,,,,,URBN,,,,,,,,-48588000.0,-72520000.0,-45613000.0,-32904000.0,-56068000.0,
Operating Cash Flow,,,,,,,,URBN,,,,,,,,229172000.0,68992000.0,174970000.0,36277000.0,148899000.0,
Cash Flow From Continuing Operating Activities,,,,,,,,URBN,,,,,,,,229172000.0,68992000.0,174970000.0,36277000.0,148899000.0,
Change In Working Capital,,,,,,,,URBN,,,,,,,,84027000.0,-138164000.0,-12923000.0,-105668000.0,31169000.0,
Change In Other Current Liabilities,,,,,,,,URBN,,,,,,,,-57790000.0,-58037000.0,-63846000.0,-56201000.0,-60021000.0,
Change In Payables And Accrued Expense,,,,,,,,URBN,,,,,,,,-64550000.0,84162000.0,32316000.0,22257000.0,-108898000.0,
Change In Payable,,,,,,,,URBN,,,,,,,,,,,,-108898000.0,22217000.0
Change In Prepaid Assets,,,,,,,,URBN,,,,,,,,21425000.0,-26701000.0,-13211000.0,-35045000.0,25442000.0,
Change In Inventory,,,,,,,,URBN,,,,,,,,174001000.0,-138515000.0,4948000.0,-1649000.0,162514000.0,
Change In Receivables,,,,,,,,URBN,,,,,,,,10941000.0,927000.0,26870000.0,-35030000.0,12132000.0,
Other Non Cash Items,,,,,,,,URBN,,,,,,,,50852000.0,50136000.0,50418000.0,50859000.0,50827000.0,
Stock Based Compensation,,,,,,,,URBN,,,,,,,,7263000.0,7689000.0,7821000.0,7735000.0,7478000.0,
Asset Impairment Charge,,,,,,,,URBN,,,,,,,,16887000.0,,,,5459000.0,
Deferred Tax,,,,,,,,URBN,,,,,,,,-4972000.0,37110000.0,2046000.0,6433000.0,-2943000.0,
Deferred Income Tax,,,,,,,,URBN,,,,,,,,-4972000.0,37110000.0,2046000.0,6433000.0,-2943000.0,
Depreciation Amortization Depletion,,,,,,,,URBN,,,,,,,,27201000.0,27815000.0,23592000.0,23879000.0,24810000.0,
Depreciation And Amortization,,,,,,,,URBN,,,,,,,,27201000.0,27815000.0,23592000.0,23879000.0,24810000.0,
Operating Gains Losses,,,,,,,,URBN,,,,,,,,163000.0,0.0,-76000.0,222000.0,637000.0,
Gain Loss On Sale Of PPE,,,,,,,,URBN,,,,,,,,163000.0,0.0,-76000.0,222000.0,637000.0,
Net Income From Continuing Operations,,,,,,,,URBN,,,,,,,,47751000.0,83014000.0,104092000.0,52817000.0,31462000.0,
Free Cash Flow,-76711000.0,-27141000.0,-59350000.0,-67034000.0,8888000.0,,,SLM,,,,,,,,,,,,,
Repurchase Of Capital Stock,-25457000.0,-90933000.0,0.0,-255326000.0,-4005000.0,,,SLM,,,,,,,,,,,,,
Repayment Of Debt,-253176000.0,-291039000.0,-266538000.0,-303572000.0,-293120000.0,,,SLM,,,,,,,,,,,,,
Issuance Of Debt,0.0,-18000.0,565541000.0,-358000.0,569871000.0,,,SLM,,,,,,,,,,,,,
Interest Paid Supplemental Data,284041000.0,271628000.0,242364000.0,250394000.0,198874000.0,,,SLM,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,7280000.0,20668000.0,88715000.0,77607000.0,4700000.0,,,SLM,,,,,,,,,,,,,
End Cash Position,3731822000.0,4299507000.0,3723286000.0,4026343000.0,3898143000.0,,,SLM,,,,,,,,,,,,,
Beginning Cash Position,4299507000.0,3723286000.0,4026343000.0,3898143000.0,4772836000.0,,,SLM,,,,,,,,,,,,,
Changes In Cash,-567685000.0,576221000.0,-303057000.0,128200000.0,-874693000.0,,,SLM,,,,,,,,,,,,,
Financing Cash Flow,-1063304000.0,-319417000.0,1451564000.0,-2035850000.0,587471000.0,,,SLM,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-1063304000.0,-319417000.0,1451564000.0,-2035850000.0,587471000.0,,,SLM,,,,,,,,,,,,,
Net Other Financing Charges,,-955000.0,-4270000.0,-2849000.0,-2650000.0,-3018000.0,,SLM,,,,,,,,,,,,,
Cash Dividends Paid,-28931000.0,-29142000.0,-29521000.0,-29577000.0,-30698000.0,,,SLM,,,,,,,,,,,,,
Preferred Stock Dividend Paid,-4653000.0,-4726000.0,-4642000.0,-4274000.0,-4063000.0,,,SLM,,,,,,,,,,,,,
Common Stock Dividend Paid,-24278000.0,-24416000.0,-24879000.0,-25303000.0,-26635000.0,,,SLM,,,,,,,,,,,,,
Net Common Stock Issuance,-25457000.0,-90933000.0,0.0,-255326000.0,-4005000.0,,,SLM,,,,,,,,,,,,,
Common Stock Payments,-25457000.0,-90933000.0,0.0,-255326000.0,-4005000.0,,,SLM,,,,,,,,,,,,,
Net Issuance Payments Of Debt,-253176000.0,-291057000.0,299003000.0,-303930000.0,276751000.0,,,SLM,,,,,,,,,,,,,
Net Long Term Debt Issuance,-253176000.0,-291057000.0,299003000.0,-303930000.0,276751000.0,,,SLM,,,,,,,,,,,,,
Long Term Debt Payments,-253176000.0,-291039000.0,-266538000.0,-303572000.0,-293120000.0,,,SLM,,,,,,,,,,,,,
Long Term Debt Issuance,0.0,-18000.0,565541000.0,-358000.0,569871000.0,,,SLM,,,,,,,,,,,,,
Investing Cash Flow,572330000.0,922779000.0,-1695271000.0,2231084000.0,-1471052000.0,,,SLM,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,572330000.0,922779000.0,-1695271000.0,2231084000.0,-1471052000.0,,,SLM,,,,,,,,,,,,,
Net Other Investing Changes,10819000.0,10309000.0,13359000.0,15203000.0,11274000.0,,,SLM,,,,,,,,,,,,,
Net Investment Purchase And Sale,253910000.0,15430000.0,40942000.0,34950000.0,68360000.0,,,SLM,,,,,,,,,,,,,
Sale Of Investment,279700000.0,50610000.0,66950000.0,74740000.0,73352000.0,,,SLM,,,,,,,,,,,,,
Purchase Of Investment,-25790000.0,-35180000.0,-26008000.0,-39790000.0,-4992000.0,,,SLM,,,,,,,,,,,,,
Net Business Purchase And Sale,,0.0,-14654000.0,0.0,0.0,0.0,,SLM,,,,,,,,,,,,,
Purchase Of Business,,0.0,-14654000.0,0.0,0.0,0.0,,SLM,,,,,,,,,,,,,
Operating Cash Flow,-76711000.0,-27141000.0,-59350000.0,-67034000.0,8888000.0,,,SLM,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,-76711000.0,-27141000.0,-59350000.0,-67034000.0,8888000.0,,,SLM,,,,,,,,,,,,,
Change In Working Capital,-359893000.0,-95550000.0,-322743000.0,-344289000.0,-287318000.0,,,SLM,,,,,,,,,,,,,
Change In Other Working Capital,-283000.0,-403000.0,-162000.0,,,-53000.0,-6122000.0,SLM,,,,,,,,,,,,,
Change In Other Current Liabilities,-29020000.0,-17819000.0,7313000.0,6469000.0,-23770000.0,,,SLM,,,,,,,,,,,,,
Change In Other Current Assets,-21389000.0,-5833000.0,7227000.0,-9862000.0,-28501000.0,,,SLM,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-22201000.0,205451000.0,-71085000.0,-87004000.0,22841000.0,,,SLM,,,,,,,,,,,,,
Change In Payable,-22201000.0,205451000.0,-71085000.0,-87004000.0,22841000.0,,,SLM,,,,,,,,,,,,,
Change In Account Payable,-15738000.0,5651000.0,17396000.0,-9925000.0,20358000.0,,,SLM,,,,,,,,,,,,,
Change In Tax Payable,-6463000.0,199800000.0,-88481000.0,-77079000.0,2483000.0,,,SLM,,,,,,,,,,,,,
Change In Income Tax Payable,-6463000.0,199800000.0,-88481000.0,-77079000.0,2483000.0,,,SLM,,,,,,,,,,,,,
Change In Receivables,-287000000.0,-276946000.0,-266036000.0,-253201000.0,-257888000.0,,,SLM,,,,,,,,,,,,,
Changes In Account Receivables,-287000000.0,-276946000.0,-266036000.0,-253201000.0,-257888000.0,,,SLM,,,,,,,,,,,,,
Other Non Cash Items,6455000.0,7471000.0,7933000.0,9403000.0,6907000.0,,,SLM,,,,,,,,,,,,,
Stock Based Compensation,13790000.0,8080000.0,8472000.0,8292000.0,11536000.0,,,SLM,,,,,,,,,,,,,
Deferred Tax,97554000.0,-160341000.0,11199000.0,91438000.0,37296000.0,,,SLM,,,,,,,,,,,,,
Deferred Income Tax,97554000.0,-160341000.0,11199000.0,91438000.0,37296000.0,,,SLM,,,,,,,,,,,,,
Depreciation Amortization Depletion,5920000.0,63420000.0,7093000.0,6866000.0,6796000.0,,,SLM,,,,,,,,,,,,,
Depreciation And Amortization,5920000.0,63420000.0,7093000.0,6866000.0,6796000.0,,,SLM,,,,,,,,,,,,,
Amortization Cash Flow,1215000.0,59013000.0,2834000.0,2245000.0,2272000.0,,,SLM,,,,,,,,,,,,,
Amortization Of Intangibles,1215000.0,59013000.0,2834000.0,2245000.0,2272000.0,,,SLM,,,,,,,,,,,,,
Depreciation,4705000.0,4407000.0,4259000.0,4621000.0,4524000.0,,,SLM,,,,,,,,,,,,,
Operating Gains Losses,-145137000.0,-36301000.0,-1426000.0,-123824000.0,-1758000.0,,,SLM,,,,,,,,,,,,,
Gain Loss On Investment Securities,-2118000.0,-690000.0,-1490000.0,1213000.0,-1711000.0,,,SLM,,,,,,,,,,,,,
Net Income From Continuing Operations,289931000.0,168443000.0,29365000.0,265065000.0,118518000.0,,,SLM,,,,,,,,,,,,,
Free Cash Flow,1549000000.0,1650000000.0,1959000000.0,1136000000.0,952000000.0,,,ACGL,,,,,,,,,,,,,
Repurchase Of Capital Stock,-32000000.0,-2000000.0,0.0,18000000.0,-18000000.0,,,ACGL,,,,,,,,,,,,,
Issuance Of Capital Stock,,-5000000.0,,,,6660000.0,0.0,ACGL,,,,,,,,,,,,,
Capital Expenditure,-15000000.0,-15000000.0,-11000000.0,-15000000.0,-11000000.0,,,ACGL,,,,,,,,,,,,,
Interest Paid Supplemental Data,0.0,,,,0.0,,,ACGL,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,,,,,4000000.0,,,ACGL,,,,,,,,,,,,,
End Cash Position,1600000000.0,1498000000.0,1355000000.0,1353000000.0,1215000000.0,,,ACGL,,,,,,,,,,,,,
Beginning Cash Position,1498000000.0,1355000000.0,1353000000.0,1215000000.0,1273000000.0,,,ACGL,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-11000000.0,27000000.0,-26000000.0,7000000.0,5000000.0,,,ACGL,,,,,,,,,,,,,
Changes In Cash,113000000.0,116000000.0,28000000.0,131000000.0,-63000000.0,,,ACGL,,,,,,,,,,,,,
Financing Cash Flow,-42000000.0,-17000000.0,-7000000.0,-15000000.0,-30000000.0,,,ACGL,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-42000000.0,-17000000.0,-7000000.0,-15000000.0,-30000000.0,,,ACGL,,,,,,,,,,,,,
Net Other Financing Charges,,0.0,-2000000.0,-23000000.0,-2000000.0,-1188000.0,,ACGL,,,,,,,,,,,,,
Cash Dividends Paid,-10000000.0,-10000000.0,-10000000.0,-10000000.0,-10000000.0,,,ACGL,,,,,,,,,,,,,
Preferred Stock Dividend Paid,-10000000.0,-10000000.0,-10000000.0,-10000000.0,-10000000.0,,,ACGL,,,,,,,,,,,,,
Net Preferred Stock Issuance,,,,,,0.0,0.0,ACGL,,,,,,,,,,,,,
Preferred Stock Payments,,,,,,0.0,,ACGL,,,,,,,,,,,,,
Preferred Stock Issuance,,,,,,0.0,0.0,ACGL,,,,,,,,,,,,,
Net Common Stock Issuance,-32000000.0,-7000000.0,5000000.0,18000000.0,-18000000.0,,,ACGL,,,,,,,,,,,,,
Common Stock Payments,-32000000.0,-2000000.0,0.0,18000000.0,-18000000.0,,,ACGL,,,,,,,,,,,,,
Investing Cash Flow,-1409000000.0,-1532000000.0,-1935000000.0,-1005000000.0,-996000000.0,,,ACGL,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-1409000000.0,-1532000000.0,-1935000000.0,-1005000000.0,-996000000.0,,,ACGL,,,,,,,,,,,,,
Net Other Investing Changes,-54000000.0,,,5000000.0,-1000000.0,-2949000.0,30000000.0,ACGL,,,,,,,,,,,,,
Net Investment Purchase And Sale,-1340000000.0,-1494000000.0,-1920000000.0,-995000000.0,-984000000.0,,,ACGL,,,,,,,,,,,,,
Sale Of Investment,8078000000.0,5187000000.0,2950000000.0,4456000000.0,3399000000.0,,,ACGL,,,,,,,,,,,,,
Purchase Of Investment,-9418000000.0,-6681000000.0,-4870000000.0,-5451000000.0,-4383000000.0,,,ACGL,,,,,,,,,,,,,
Net Business Purchase And Sale,,,,,,0.0,0.0,ACGL,,,,,,,,,,,,,
Purchase Of Business,,,,,,0.0,0.0,ACGL,,,,,,,,,,,,,
Net PPE Purchase And Sale,-15000000.0,-15000000.0,-11000000.0,-15000000.0,-11000000.0,,,ACGL,,,,,,,,,,,,,
Purchase Of PPE,-15000000.0,-15000000.0,-11000000.0,-15000000.0,-11000000.0,,,ACGL,,,,,,,,,,,,,
Operating Cash Flow,1564000000.0,1665000000.0,1970000000.0,1151000000.0,963000000.0,,,ACGL,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,1564000000.0,1665000000.0,1970000000.0,1151000000.0,963000000.0,,,ACGL,,,,,,,,,,,,,
Change In Working Capital,519000000.0,-416000000.0,1006000000.0,297000000.0,265000000.0,,,ACGL,,,,,,,,,,,,,
Change In Other Working Capital,-84000000.0,-937000000.0,-2000000.0,-102000000.0,-212000000.0,,,ACGL,,,,,,,,,,,,,
Change In Payables And Accrued Expense,521000000.0,-237000000.0,40000000.0,373000000.0,279000000.0,,,ACGL,,,,,,,,,,,,,
Change In Payable,521000000.0,-237000000.0,40000000.0,373000000.0,279000000.0,,,ACGL,,,,,,,,,,,,,
Change In Account Payable,521000000.0,-237000000.0,40000000.0,373000000.0,279000000.0,,,ACGL,,,,,,,,,,,,,
Change In Receivables,-1159000000.0,352000000.0,315000000.0,-777000000.0,-871000000.0,,,ACGL,,,,,,,,,,,,,
Changes In Account Receivables,-1159000000.0,352000000.0,315000000.0,-777000000.0,-871000000.0,,,ACGL,,,,,,,,,,,,,
Stock Based Compensation,68000000.0,20000000.0,15000000.0,17000000.0,41000000.0,,,ACGL,,,,,,,,,,,,,
Depreciation And Amortization,21000000.0,24000000.0,24000000.0,24000000.0,23000000.0,,,ACGL,,,,,,,,,,,,,
Amortization Cash Flow,21000000.0,24000000.0,24000000.0,24000000.0,23000000.0,,,ACGL,,,,,,,,,,,,,
Amortization Of Intangibles,21000000.0,24000000.0,24000000.0,24000000.0,23000000.0,,,ACGL,,,,,,,,,,,,,
Operating Gains Losses,-164000000.0,-296000000.0,202000000.0,144000000.0,-83000000.0,,,ACGL,,,,,,,,,,,,,
Earnings Losses From Equity Investments,-112000000.0,-111000000.0,-55000000.0,17000000.0,-66000000.0,,,ACGL,,,,,,,,,,,,,
Gain Loss On Investment Securities,-52000000.0,-185000000.0,257000000.0,127000000.0,-17000000.0,,,ACGL,,,,,,,,,,,,,
Net Income From Continuing Operations,1120000000.0,2333000000.0,723000000.0,669000000.0,717000000.0,,,ACGL,,,,,,,,,,,,,
Free Cash Flow,,10717000000.0,-4980000000.0,-11591000000.0,3314000000.0,-5300000000.0,,BBVA,,,,,,,,,,,,,
Repurchase Of Capital Stock,,-1690325000.0,447325000.0,-689000000.0,-234000000.0,-414000000.0,,BBVA,,,,,,,,,,,,,
Repayment Of Debt,,,,-135000000.0,-114000000.0,-75000000.0,-1453000000.0,BBVA,,,,,,,,,,,,,
Issuance Of Debt,,2221000000.0,-208000000.0,,,,,BBVA,,,,,,,,,,,,,
Issuance Of Capital Stock,,,,478000000.0,0.0,,,BBVA,,,,,,,,,,,,,
Capital Expenditure,,-371000000.0,-674000000.0,-376000000.0,-398000000.0,-339000000.0,,BBVA,,,,,,,,,,,,,
End Cash Position,,75416000000.0,66859000000.0,71858000000.0,83267000000.0,79756000000.0,,BBVA,,,,,,,,,,,,,
Beginning Cash Position,,66859000000.0,71858000000.0,83267000000.0,79756000000.0,88076000000.0,,BBVA,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,,-892000000.0,11000000.0,-77000000.0,601000000.0,-2495000000.0,,BBVA,,,,,,,,,,,,,
Changes In Cash,,9450000000.0,-5010000000.0,-11332000000.0,2910000000.0,-5827000000.0,,BBVA,,,,,,,,,,,,,
Financing Cash Flow,,-1466000000.0,-87000000.0,159000000.0,-448000000.0,-843000000.0,,BBVA,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,,-1465325000.0,-87675000.0,159000000.0,-448000000.0,-843000000.0,,BBVA,,,,,,,,,,,,,
Net Other Financing Charges,,-127675000.0,-97325000.0,-297000000.0,-100000000.0,-66000000.0,,BBVA,,,,,,,,,,,,,
Cash Dividends Paid,,-951000000.0,0.0,-1857000000.0,0.0,-722000000.0,,BBVA,,,,,,,,,,,,,
Net Common Stock Issuance,,-979325000.0,-30675000.0,-211000000.0,-234000000.0,20000000.0,,BBVA,,,,,,,,,,,,,
Common Stock Payments,,-1690325000.0,447325000.0,-689000000.0,-234000000.0,-414000000.0,,BBVA,,,,,,,,,,,,,
Common Stock Issuance,,,,478000000.0,0.0,,,BBVA,,,,,,,,,,,,,
Net Issuance Payments Of Debt,,592000000.0,41000000.0,2524000000.0,-114000000.0,-75000000.0,,BBVA,,,,,,,,,,,,,
Net Long Term Debt Issuance,,592000000.0,41000000.0,2524000000.0,-114000000.0,-75000000.0,,BBVA,,,,,,,,,,,,,
Long Term Debt Payments,,,,-135000000.0,-114000000.0,-75000000.0,-1453000000.0,BBVA,,,,,,,,,,,,,
Long Term Debt Issuance,,2221000000.0,-208000000.0,,,,,BBVA,,,,,,,,,,,,,
Investing Cash Flow,,-172000000.0,-617000000.0,-276000000.0,-354000000.0,-23000000.0,,BBVA,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,,-173000000.0,-615000000.0,-278000000.0,-354000000.0,-22000000.0,,BBVA,,,,,,,,,,,,,
Net Other Investing Changes,,156000000.0,58000000.0,67000000.0,41000000.0,273000000.0,,BBVA,,,,,,,,,,,,,
Net Investment Purchase And Sale,,-64000000.0,3000000.0,23000000.0,3000000.0,14000000.0,,BBVA,,,,,,,,,,,,,
Sale Of Investment,,29000000.0,-2000000.0,28000000.0,3000000.0,95000000.0,,BBVA,,,,,,,,,,,,,
Net Business Purchase And Sale,,15000000.0,0.0,6000000.0,0.0,0.0,,BBVA,,,,,,,,,,,,,
Sale Of Business,,15000000.0,0.0,,,,,BBVA,,,,,,,,,,,,,
Purchase Of Business,,,,0.0,0.0,0.0,0.0,BBVA,,,,,,,,,,,,,
Net Intangibles Purchase And Sale,,-234000000.0,-146000000.0,-178000000.0,-132000000.0,-183000000.0,,BBVA,,,,,,,,,,,,,
Purchase Of Intangibles,,-234000000.0,-146000000.0,-178000000.0,-132000000.0,-183000000.0,,BBVA,,,,,,,,,,,,,
Net PPE Purchase And Sale,,-45000000.0,-532000000.0,-194000000.0,-266000000.0,-127000000.0,,BBVA,,,,,,,,,,,,,
Purchase Of PPE,,-137000000.0,-528000000.0,-198000000.0,-266000000.0,-156000000.0,,BBVA,,,,,,,,,,,,,
Operating Cash Flow,,11088000000.0,-4306000000.0,-11215000000.0,3712000000.0,-4961000000.0,,BBVA,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,,11088000000.0,-4308000000.0,-11215000000.0,3713000000.0,-4959000000.0,,BBVA,,,,,,,,,,,,,
Taxes Refund Paid,,-1563000000.0,-1300000000.0,-1780000000.0,-710000000.0,-1293000000.0,,BBVA,,,,,,,,,,,,,
