metric,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,2019-12-31 00:00:00,stock,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00,2024-01-31 00:00:00,2023-01-31 00:00:00,2022-01-31 00:00:00,2021-01-31 00:00:00,2020-01-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2023-09-30 00:00:00,2022-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00
Net Interest Income,,,,,,TGT,,,,,-502000000.0,-478000000.0,-421000000.0,-977000000.0,,,,,,,,,,,,,,,
Interest Expense,,,,,,TGT,,,,,502000000.0,478000000.0,421000000.0,977000000.0,,,,,,,,,,,,,,,
Normalized Income,,,,,,TGT,,,,,4138000000.0,2780000000.0,6946000000.0,4368000000.0,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,,,,,TGT,,,,,4138000000.0,2780000000.0,6946000000.0,4368000000.0,,,,,,,,,,,,,,,
Total Expenses,,,,,,TGT,,,,,101705000000.0,105272000000.0,97059000000.0,87022000000.0,,,,,,,,,,,,,,,
Total Operating Income As Reported,,,,,,TGT,,,,,5707000000.0,3848000000.0,8946000000.0,6539000000.0,,,,,,,,,,,,,,,
Diluted Average Shares,,,,,,TGT,,,,,462800000.0,464700000.0,492700000.0,505400000.0,,,,,,,,,,,,,,,
Basic Average Shares,,,,,,TGT,,,,,461500000.0,462100000.0,488100000.0,500600000.0,,,,,,,,,,,,,,,
Diluted EPS,,,,,,TGT,,,,,8.94,5.98,14.1,8.64,,,,,,,,,,,,,,,
Basic EPS,,,,,,TGT,,,,,8.96,6.02,14.23,8.72,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,,,,,TGT,,,,,4138000000.0,2780000000.0,6946000000.0,4368000000.0,,,,,,,,,,,,,,,
Net Income Common Stockholders,,,,,,TGT,,,,,4138000000.0,2780000000.0,6946000000.0,4368000000.0,,,,,,,,,,,,,,,
Net Income,,,,,,TGT,,,,,4138000000.0,2780000000.0,6946000000.0,4368000000.0,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,,,,,TGT,,,,,4138000000.0,2780000000.0,6946000000.0,4368000000.0,,,,,,,,,,,,,,,
Net Income Discontinuous Operations,,,,,,TGT,,,,,,,0.0,0.0,12000000.0,,,,,,,,,,,,,,
Net Income Continuous Operations,,,,,,TGT,,,,,4138000000.0,2780000000.0,6946000000.0,4368000000.0,,,,,,,,,,,,,,,
Tax Provision,,,,,,TGT,,,,,1159000000.0,638000000.0,1961000000.0,1178000000.0,,,,,,,,,,,,,,,
Pretax Income,,,,,,TGT,,,,,5297000000.0,3418000000.0,8907000000.0,5546000000.0,,,,,,,,,,,,,,,
Other Income Expense,,,,,,TGT,,,,,92000000.0,48000000.0,382000000.0,-16000000.0,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,,,,,TGT,,,,,92000000.0,48000000.0,382000000.0,-16000000.0,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,,,,,TGT,,,,,-502000000.0,-478000000.0,-421000000.0,-977000000.0,,,,,,,,,,,,,,,
Total Other Finance Cost,,,,,,TGT,,,,,,,,,477000000.0,,,,,,,,,,,,,,
Interest Expense Non Operating,,,,,,TGT,,,,,502000000.0,478000000.0,421000000.0,977000000.0,,,,,,,,,,,,,,,
Operating Income,,,,,,TGT,,,,,5707000000.0,3848000000.0,8946000000.0,6539000000.0,,,,,,,,,,,,,,,
Operating Expense,,,,,,TGT,,,,,23969000000.0,23043000000.0,22096000000.0,20845000000.0,,,,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,,,,,,TGT,,,,,2415000000.0,2385000000.0,2344000000.0,2230000000.0,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,,,,,,TGT,,,,,2415000000.0,2385000000.0,2344000000.0,2230000000.0,,,,,,,,,,,,,,,
Selling General And Administration,,,,,,TGT,,,,,21554000000.0,20658000000.0,19752000000.0,18615000000.0,,,,,,,,,,,,,,,
Gross Profit,,,,,,TGT,,,,,29676000000.0,26891000000.0,31042000000.0,27384000000.0,,,,,,,,,,,,,,,
Cost Of Revenue,,,,,,TGT,,,,,77736000000.0,82229000000.0,74963000000.0,66177000000.0,,,,,,,,,,,,,,,
Total Revenue,,,,,,TGT,,,,,107412000000.0,109120000000.0,106005000000.0,93561000000.0,,,,,,,,,,,,,,,
Operating Revenue,,,,,,TGT,,,,,105803000000.0,107588000000.0,104611000000.0,92400000000.0,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,,,,,IBN,,,,,,,,,,,135644750.0,13705670.0,-13826432.0,574200.0,,,,,,,,,
Tax Rate For Calcs,,,,,,IBN,,,,,,,,,,,0.25,0.242,0.218,0.396,,,,,,,,,
Total Unusual Items,,,,,,IBN,,,,,,,,,,,542579000.0,56635000.0,-63424000.0,1450000.0,,,,,,,,,
Total Unusual Items Excluding Goodwill,,,,,,IBN,,,,,,,,,,,542579000.0,56635000.0,-63424000.0,1450000.0,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,,,,,IBN,,,,,,,,,,,340366408000.0,251100960000.0,183843186000.0,95663078000.0,,,,,,,,,
Reconciled Depreciation,,,,,,IBN,,,,,,,,,,,16455886000.0,14794572000.0,14713701000.0,13696381000.0,,,,,,,,,
Net Interest Income,,,,,,IBN,,,,,,,,,,,705234219000.0,542401943000.0,465035764000.0,401702508000.0,,,,,,,,,
Interest Expense,,,,,,IBN,,,,,,,,,,,505433879000.0,411666711000.0,426590874000.0,446655222000.0,,,,,,,,,
Interest Income,,,,,,IBN,,,,,,,,,,,1210668098000.0,954068654000.0,891626638000.0,848357730000.0,,,,,,,,,
Normalized Income,,,,,,IBN,,,,,,,,,,,339959473750.0,251058030670.0,183892783568.0,95662202200.0,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,,,,,IBN,,,,,,,,,,,340366408000.0,251100960000.0,183843186000.0,95663078000.0,,,,,,,,,
Rent Expense Supplemental,,,,,,IBN,,,,,,,,,,,15846567000.0,14085917000.0,13829516000.0,15505773000.0,,,,,,,,,
Diluted Average Shares,,,,,,IBN,,,,,,,,,,3571366204.0,3552495178.0,3537971924.0,3421000000.0,,,,,,,,,,
Basic Average Shares,,,,,,IBN,,,,,,,,,,3501849185.0,3483152978.0,3466826318.0,3371500000.0,,,,,,,,,,
Diluted EPS,,,,,,IBN,,,,,,,,,,123.92,95.68,70.88,53.66,,,,,,,,,,
Basic EPS,,,,,,IBN,,,,,,,,,,126.38,97.72,72.42,54.52,,,,,,,,,,
Diluted NI Availto Com Stockholders,,,,,,IBN,,,,,,,,,,,340366408000.0,251100960000.0,183843186000.0,95663078000.0,,,,,,,,,
Net Income Common Stockholders,,,,,,IBN,,,,,,,,,,,340366408000.0,251100960000.0,183843186000.0,95663078000.0,,,,,,,,,
Net Income,,,,,,IBN,,,,,,,,,,,340366408000.0,251100960000.0,183843186000.0,95663078000.0,,,,,,,,,
Minority Interests,,,,,,IBN,,,,,,,,,,,-14246738000.0,-14281645000.0,-19796467000.0,-16591602000.0,,,,,,,,,
Net Income Including Noncontrolling Interests,,,,,,IBN,,,,,,,,,,,354613146000.0,265382605000.0,203639653000.0,112254680000.0,,,,,,,,,
Net Income Extraordinary,,,,,,IBN,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,
Net Income Continuous Operations,,,,,,IBN,,,,,,,,,,,354613146000.0,265382605000.0,203639653000.0,112254680000.0,,,,,,,,,
Tax Provision,,,,,,IBN,,,,,,,,,,,117934400000.0,84574400000.0,56643700000.0,73631400000.0,,,,,,,,,
Pretax Income,,,,,,IBN,,,,,,,,,,,354613146000.0,265382605000.0,203639653000.0,112254680000.0,,,,,,,,,
Special Income Charges,,,,,,IBN,,,,,,,,,,,542579000.0,56635000.0,-63424000.0,1450000.0,,,,,,,,,
Other Special Charges,,,,,,IBN,,,,,,,,,,,-542579000.0,-56635000.0,63424000.0,-1450000.0,,,,,,,,,
Gain On Sale Of Security,,,,,,IBN,,,,,,,,,,,11412527000.0,25126881000.0,79823949000.0,32376198000.0,,,,,,,,,
Depreciation Amortization Depletion Income Statement,,,,,,IBN,,,,,,,,,,,15145592000.0,13300074000.0,13400744000.0,11712176000.0,,,,,,,,,
Depreciation And Amortization In Income Statement,,,,,,IBN,,,,,,,,,,,15145592000.0,13300074000.0,13400744000.0,11712176000.0,,,,,,,,,
Depreciation Income Statement,,,,,,IBN,,,,,,,,,,,15145592000.0,13300074000.0,13400744000.0,11712176000.0,,,,,,,,,
Selling General And Administration,,,,,,IBN,,,,,,,,,,,312136641000.0,268025456000.0,290155674000.0,279473394000.0,,,,,,,,,
Selling And Marketing Expense,,,,,,IBN,,,,,,,,,,,65407090000.0,49011460000.0,48920061000.0,47429310000.0,,,,,,,,,
General And Administrative Expense,,,,,,IBN,,,,,,,,,,,246729551000.0,219013996000.0,241235613000.0,232044084000.0,,,,,,,,,
Other Gand A,,,,,,IBN,,,,,,,,,,,10188362000.0,9324939000.0,7951883000.0,8739095000.0,,,,,,,,,
Insurance And Claims,,,,,,IBN,,,,,,,,,,,68215530000.0,72063619000.0,108819710000.0,96103596000.0,,,,,,,,,
Rent And Landing Fees,,,,,,IBN,,,,,,,,,,,15846567000.0,14085917000.0,13829516000.0,15505773000.0,,,,,,,,,
Salaries And Wages,,,,,,IBN,,,,,,,,,,,152479092000.0,123539521000.0,110634504000.0,111695620000.0,,,,,,,,,
Total Revenue,,,,,,IBN,,,,,,,,,,,1355811552000.0,1163639822000.0,1185394470000.0,1049452128000.0,,,,,,,,,
Operating Revenue,,,,,,IBN,,,,,,,,,,,1355811552000.0,1163639822000.0,1185394470000.0,1049452128000.0,,,,,,,,,
Tax Effect Of Unusual Items,,,,,,FOXA,,,,,,,,,,,,,,,-216720000.0,-144720000.0,145000000.0,-176040000.0,,,,,
Tax Rate For Calcs,,,,,,FOXA,,,,,,,,,,,,,,,0.28,0.27,0.25,0.27,,,,,
Normalized EBITDA,,,,,,FOXA,,,,,,,,,,,,,,,3270000000.0,2970000000.0,3033000000.0,2743000000.0,,,,,
Total Unusual Items,,,,,,FOXA,,,,,,,,,,,,,,,-774000000.0,-536000000.0,580000000.0,-652000000.0,,,,,
Total Unusual Items Excluding Goodwill,,,,,,FOXA,,,,,,,,,,,,,,,-774000000.0,-536000000.0,580000000.0,-652000000.0,,,,,
Net Income From Continuing Operation Net Minority Interest,,,,,,FOXA,,,,,,,,,,,,,,,1239000000.0,1205000000.0,2150000000.0,999000000.0,,,,,
Reconciled Depreciation,,,,,,FOXA,,,,,,,,,,,,,,,411000000.0,363000000.0,300000000.0,258000000.0,,,,,
EBITDA,,,,,,FOXA,,,,,,,,,,,,,,,2496000000.0,2434000000.0,3613000000.0,2091000000.0,,,,,
EBIT,,,,,,FOXA,,,,,,,,,,,,,,,2085000000.0,2071000000.0,3313000000.0,1833000000.0,,,,,
Net Interest Income,,,,,,FOXA,,,,,,,,,,,,,,,-218000000.0,-371000000.0,-391000000.0,-334000000.0,,,,,
Interest Expense,,,,,,FOXA,,,,,,,,,,,,,,,349000000.0,377000000.0,395000000.0,369000000.0,,,,,
Interest Income,,,,,,FOXA,,,,,,,,,,,,,,,131000000.0,6000000.0,4000000.0,35000000.0,,,,,
Normalized Income,,,,,,FOXA,,,,,,,,,,,,,,,1796280000.0,1596280000.0,1715000000.0,1474960000.0,,,,,
Net Income From Continuing And Discontinued Operation,,,,,,FOXA,,,,,,,,,,,,,,,1239000000.0,1205000000.0,2150000000.0,999000000.0,,,,,
Total Expenses,,,,,,FOXA,,,,,,,,,,,,,,,12149000000.0,11400000000.0,10144000000.0,9806000000.0,,,,,
Diluted Average Shares,,,,,,FOXA,,,,,,,,,,,,,,,531000000.0,570000000.0,595000000.0,616000000.0,,,,,
Basic Average Shares,,,,,,FOXA,,,,,,,,,,,,,,,529000000.0,566000000.0,591000000.0,613000000.0,,,,,
Diluted EPS,,,,,,FOXA,,,,,,,,,,,,,,,2.33,2.11,3.61,1.62,,,,,
Basic EPS,,,,,,FOXA,,,,,,,,,,,,,,,2.34,2.13,3.64,1.63,,,,,
Diluted NI Availto Com Stockholders,,,,,,FOXA,,,,,,,,,,,,,,,1239000000.0,1205000000.0,2150000000.0,999000000.0,,,,,
Net Income Common Stockholders,,,,,,FOXA,,,,,,,,,,,,,,,1239000000.0,1205000000.0,2150000000.0,999000000.0,,,,,
Net Income,,,,,,FOXA,,,,,,,,,,,,,,,1239000000.0,1205000000.0,2150000000.0,999000000.0,,,,,
Minority Interests,,,,,,FOXA,,,,,,,,,,,,,,,-14000000.0,-28000000.0,-51000000.0,-63000000.0,,,,,
Net Income Including Noncontrolling Interests,,,,,,FOXA,,,,,,,,,,,,,,,1253000000.0,1233000000.0,2201000000.0,1062000000.0,,,,,
Net Income Continuous Operations,,,,,,FOXA,,,,,,,,,,,,,,,1253000000.0,1233000000.0,2201000000.0,1062000000.0,,,,,
Tax Provision,,,,,,FOXA,,,,,,,,,,,,,,,483000000.0,461000000.0,717000000.0,402000000.0,,,,,
Pretax Income,,,,,,FOXA,,,,,,,,,,,,,,,1736000000.0,1694000000.0,2918000000.0,1464000000.0,,,,,
Other Income Expense,,,,,,FOXA,,,,,,,,,,,,,,,-810000000.0,-509000000.0,544000000.0,-699000000.0,,,,,
Other Non Operating Income Expenses,,,,,,FOXA,,,,,,,,,,,,,,,-36000000.0,27000000.0,-36000000.0,-47000000.0,,,,,
Special Income Charges,,,,,,FOXA,,,,,,,,,,,,,,,-1177000000.0,-150000000.0,322000000.0,-666000000.0,,,,,
Gain On Sale Of Business,,,,,,FOXA,,,,,,,,,,,,,,,,,,0.0,12000000.0,,,,
Other Special Charges,,,,,,FOXA,,,,,,,,,,,,,,,1066000000.0,150000000.0,-357000000.0,215000000.0,,,,,
Write Off,,,,,,FOXA,,,,,,,,,,,,,,,111000000.0,0.0,35000000.0,451000000.0,,,,,
Restructuring And Mergern Acquisition,,,,,,FOXA,,,,,,,,,,,,,,,,,,576000000.0,199000000.0,,,,
Gain On Sale Of Security,,,,,,FOXA,,,,,,,,,,,,,,,403000000.0,-386000000.0,258000000.0,14000000.0,,,,,
Net Non Operating Interest Income Expense,,,,,,FOXA,,,,,,,,,,,,,,,-218000000.0,-371000000.0,-391000000.0,-334000000.0,,,,,
Interest Expense Non Operating,,,,,,FOXA,,,,,,,,,,,,,,,349000000.0,377000000.0,395000000.0,369000000.0,,,,,
Interest Income Non Operating,,,,,,FOXA,,,,,,,,,,,,,,,131000000.0,6000000.0,4000000.0,35000000.0,,,,,
Operating Income,,,,,,FOXA,,,,,,,,,,,,,,,2764000000.0,2574000000.0,2765000000.0,2497000000.0,,,,,
Operating Expense,,,,,,FOXA,,,,,,,,,,,,,,,12149000000.0,11400000000.0,10144000000.0,9806000000.0,,,,,
Other Operating Expenses,,,,,,FOXA,,,,,,,,,,,,,,,9689000000.0,9117000000.0,8037000000.0,7807000000.0,,,,,
Depreciation Amortization Depletion Income Statement,,,,,,FOXA,,,,,,,,,,,,,,,411000000.0,363000000.0,300000000.0,258000000.0,,,,,
Depreciation And Amortization In Income Statement,,,,,,FOXA,,,,,,,,,,,,,,,411000000.0,363000000.0,300000000.0,258000000.0,,,,,
Amortization,,,,,,FOXA,,,,,,,,,,,,,,,74000000.0,66000000.0,63000000.0,36000000.0,,,,,
Amortization Of Intangibles Income Statement,,,,,,FOXA,,,,,,,,,,,,,,,74000000.0,66000000.0,63000000.0,36000000.0,,,,,
Depreciation Income Statement,,,,,,FOXA,,,,,,,,,,,,,,,337000000.0,297000000.0,237000000.0,222000000.0,,,,,
Selling General And Administration,,,,,,FOXA,,,,,,,,,,,,,,,2049000000.0,1920000000.0,1807000000.0,1741000000.0,,,,,
General And Administrative Expense,,,,,,FOXA,,,,,,,,,,,,,,,,,1807000000.0,1741000000.0,1419000000.0,,,,
Other Gand A,,,,,,FOXA,,,,,,,,,,,,,,,,,1807000000.0,1741000000.0,1419000000.0,,,,
Salaries And Wages,,,,,,FOXA,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
Total Revenue,,,,,,FOXA,,,,,,,,,,,,,,,14913000000.0,13974000000.0,12909000000.0,12303000000.0,,,,,
Operating Revenue,,,,,,FOXA,,,,,,,,,,,,,,,13657000000.0,12778000000.0,11866000000.0,11241000000.0,,,,,
Tax Effect Of Unusual Items,,,,,,URBN,,,,,-1575384.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Tax Rate For Calcs,,,,,,URBN,,,,,0.246,0.278,0.232,0.27,,,,,,,,,,,,,,,
Normalized EBITDA,,,,,,URBN,,,,,498160000.0,324933000.0,511407000.0,110689000.0,,,,,,,,,,,,,,,
Total Unusual Items,,,,,,URBN,,,,,-6404000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,,,,,URBN,,,,,-6404000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,,,,,URBN,,,,,287674000.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Reconciled Depreciation,,,,,,URBN,,,,,102487000.0,102339000.0,105672000.0,103771000.0,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,,,,,URBN,,,,,3437833000.0,3368028000.0,3054813000.0,2587843000.0,,,,,,,,,,,,,,,
EBITDA,,,,,,URBN,,,,,491756000.0,324933000.0,511407000.0,110689000.0,,,,,,,,,,,,,,,
EBIT,,,,,,URBN,,,,,389269000.0,222594000.0,405735000.0,6918000.0,,,,,,,,,,,,,,,
Net Interest Income,,,,,,URBN,,,,,15969000.0,726000.0,1239000.0,-286000.0,,,,,,,,,,,,,,,
Interest Expense,,,,,,URBN,,,,,7662000.0,1315000.0,1104000.0,3405000.0,,,,,,,,,,,,,,,
Interest Income,,,,,,URBN,,,,,23631000.0,2041000.0,2343000.0,3119000.0,,,,,,,,,,,,,,,
Normalized Income,,,,,,URBN,,,,,292502616.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,,,,,URBN,,,,,287674000.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Total Expenses,,,,,,URBN,,,,,4777038000.0,4568621000.0,4140197000.0,3445777000.0,,,,,,,,,,,,,,,
Total Operating Income As Reported,,,,,,URBN,,,,,369795000.0,226623000.0,408566000.0,3972000.0,,,,,,,,,,,,,,,
Diluted Average Shares,,,,,,URBN,,,,,,94144062.0,99268705.0,98522776.0,100588677.0,,,,,,,,,,,,,,
Basic Average Shares,,,,,,URBN,,,,,,93199874.0,98022583.0,97817651.0,99833011.0,,,,,,,,,,,,,,
Diluted EPS,,,,,,URBN,,,,,,1.7,3.13,0.01,1.67,,,,,,,,,,,,,,
Basic EPS,,,,,,URBN,,,,,,1.71,3.17,0.01,1.68,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,,,,,URBN,,,,,287674000.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Net Income Common Stockholders,,,,,,URBN,,,,,287674000.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Net Income,,,,,,URBN,,,,,287674000.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,,,,,URBN,,,,,287674000.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Net Income Continuous Operations,,,,,,URBN,,,,,287674000.0,159699000.0,310616000.0,1236000.0,,,,,,,,,,,,,,,
Tax Provision,,,,,,URBN,,,,,93933000.0,61580000.0,94015000.0,2277000.0,,,,,,,,,,,,,,,
Pretax Income,,,,,,URBN,,,,,381607000.0,221279000.0,404631000.0,3513000.0,,,,,,,,,,,,,,,
Other Income Expense,,,,,,URBN,,,,,-10561000.0,-6070000.0,-5174000.0,-173000.0,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,,,,,URBN,,,,,-4157000.0,-6070000.0,-5174000.0,-173000.0,,,,,,,,,,,,,,,
Special Income Charges,,,,,,URBN,,,,,-6404000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,,,,URBN,,,,,6404000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,,,,,URBN,,,,,15969000.0,726000.0,1239000.0,-286000.0,,,,,,,,,,,,,,,
Interest Expense Non Operating,,,,,,URBN,,,,,7662000.0,1315000.0,1104000.0,3405000.0,,,,,,,,,,,,,,,
Interest Income Non Operating,,,,,,URBN,,,,,23631000.0,2041000.0,2343000.0,3119000.0,,,,,,,,,,,,,,,
Operating Income,,,,,,URBN,,,,,376199000.0,226623000.0,408566000.0,3972000.0,,,,,,,,,,,,,,,
Operating Expense,,,,,,URBN,,,,,1339205000.0,1200593000.0,1085384000.0,857934000.0,,,,,,,,,,,,,,,
Selling General And Administration,,,,,,URBN,,,,,1339205000.0,1200593000.0,1085384000.0,857934000.0,,,,,,,,,,,,,,,
Gross Profit,,,,,,URBN,,,,,1715404000.0,1427216000.0,1493950000.0,861906000.0,,,,,,,,,,,,,,,
Cost Of Revenue,,,,,,URBN,,,,,3437833000.0,3368028000.0,3054813000.0,2587843000.0,,,,,,,,,,,,,,,
Total Revenue,,,,,,URBN,,,,,5153237000.0,4795244000.0,4548763000.0,3449749000.0,,,,,,,,,,,,,,,
Operating Revenue,,,,,,URBN,,,,,5153237000.0,4795244000.0,4548763000.0,3449749000.0,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-240856.0,-666368.0,-309985.0,-3527508.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.253,0.256,0.247,0.237,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-952000.0,-2603000.0,-1255000.0,-14884000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-952000.0,-2603000.0,-1255000.0,-14884000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,581391000.0,469014000.0,1160513000.0,880690000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,84175000.0,25110000.0,16043000.0,15066000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,1562213000.0,1488781000.0,1394766000.0,1479993000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,1030090000.0,542799000.0,382078000.0,541667000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,2592303000.0,2031580000.0,1776844000.0,2021660000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,582102144.0,470950632.0,1161458015.0,892046492.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,581391000.0,469014000.0,1160513000.0,880690000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,234063000.0,261503000.0,319912000.0,387195000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,231411000.0,258439000.0,314993000.0,383705000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,2.41,1.76,3.61,2.25,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.44,1.78,3.67,2.27,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,563686000.0,459985000.0,1155777000.0,870956000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,563686000.0,459985000.0,1155777000.0,870956000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Preferred Stock Dividends,17705000.0,9029000.0,4736000.0,9734000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Net Income,581391000.0,469014000.0,1160513000.0,880690000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,581391000.0,469014000.0,1160513000.0,880690000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,581391000.0,469014000.0,1160513000.0,880690000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,196905000.0,161711000.0,379751000.0,273316000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,778296000.0,630725000.0,1540264000.0,1154006000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-952000.0,-2603000.0,-1255000.0,-14884000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Business,,0.0,0.0,11331000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,952000.0,2603000.0,1255000.0,26215000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,2678000.0,-60272000.0,39240000.0,53916000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,66364000.0,7779000.0,0.0,0.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,66364000.0,7779000.0,0.0,0.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Amortization,66364000.0,7779000.0,0.0,0.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Amortization Of Intangibles Income Statement,66364000.0,7779000.0,0.0,0.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,372320000.0,291293000.0,281689000.0,304453000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,372320000.0,291293000.0,281689000.0,304453000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Insurance And Claims,45766000.0,20939000.0,23368000.0,21956000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Salaries And Wages,326554000.0,270354000.0,258321000.0,282497000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,1809329000.0,1823419000.0,2027215000.0,1800111000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,1809329000.0,1823419000.0,2027215000.0,1800111000.0,,SLM,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.051,0.060865,0.071655,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,4443000000.0,1476000000.0,2157000000.0,1405521000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,95000000.0,106000000.0,82000000.0,69031000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
EBIT,3518000000.0,1618000000.0,2242000000.0,1704239000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-133000000.0,-131000000.0,-139000000.0,-143456000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,133000000.0,131000000.0,139000000.0,143456000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,4443000000.0,1476000000.0,2157000000.0,1405521000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,4443000000.0,1476000000.0,2157000000.0,1405521000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,9909000000.0,8170000000.0,6821000000.0,6731003000.0,,ACGL,,,,,,,,,,,,,,,,,,,,,,,
